user,login_count,after_hours_logins,weekend_logins,unique_computers,device_activity,usb_connections,after_hours_usb,weekend_usb,usb_unique_computers,file_activity,after_hours_files,weekend_files,email_count,after_hours_emails,weekend_emails,attachment_count,web_activity,after_hours_web,weekend_web,O,C,E,A,N
FBA0348,348,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4704,2.0,0.0,0,49478,0.0,0.0,41,44,40,36,27
FBW0747,398,183.0,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5369,65.0,283.0,1013,59292,534.0,3078.0,43,45,35,25,28
FDE0117,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4724,592.0,0.0,1759,49478,6806.0,0.0,38,37,32,41,28
FEB0306,700,1.0,0.0,2,719.0,361.0,1.0,0.0,1.0,1157.0,12.0,0.0,329,2.0,0.0,205,3460,39.0,0.0,40,42,26,25,31
FFC0891,453,28.0,2.0,2,833.0,418.0,7.0,0.0,1.0,961.0,30.0,0.0,566,17.0,0.0,406,5684,336.0,0.0,38,10,39,50,39
FGW0853,455,416.0,5.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4663,164.0,0.0,2933,56052,2929.0,0.0,25,35,20,40,39
FHO0630,346,173.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4993,70.0,0.0,3811,56052,599.0,0.0,28,44,23,12,26
FHS0837,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,52.0,0.0,0,3450,698.0,0.0,23,37,14,42,34
FIR0920,439,17.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3006,470.0,0.0,2310,32870,5203.0,0.0,40,11,44,20,27
FKB0163,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3032,382.0,0.0,519,32870,3813.0,0.0,39,35,25,39,22
FKK0055,856,0.0,213.0,3,344.0,172.0,0.0,38.0,1.0,601.0,0.0,129.0,4039,0.0,1010.0,3275,46400,0.0,11500.0,46,16,37,16,27
FLM0213,345,345.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4668,329.0,0.0,1788,49335,2450.0,0.0,20,41,46,15,24
FMG0527,274,4.0,0.0,1,24.0,12.0,12.0,0.0,1.0,23.0,23.0,0.0,790,0.0,0.0,603,7832,23.0,0.0,43,38,35,38,28
FOB0756,912,0.0,159.0,2,309.0,155.0,0.0,20.0,1.0,165.0,0.0,36.0,1242,0.0,213.0,654,12325,0.0,2088.0,42,41,34,20,27
FPC0954,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,38.0,0.0,0,3460,438.0,0.0,22,25,50,20,27
FQA0854,351,346.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5005,242.0,0.0,2514,56052,2287.0,0.0,41,38,30,34,26
FRB0023,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3668,355.0,0.0,2722,39444,3232.0,0.0,45,14,12,14,14
FRL0511,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004,0.0,0.0,864,10005,0.0,0.0,20,30,47,20,30
FRR0832,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,66.0,0.0,329,3460,704.0,0.0,43,40,25,19,30
FSB0399,335,154.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924,357.0,0.0,1109,31825,3899.0,0.0,23,22,15,37,26
FSC0601,324,136.0,0.0,2,1263.0,634.0,2.0,0.0,1.0,653.0,0.0,0.0,4180,68.0,0.0,853,49708,478.0,0.0,37,30,37,15,30
FTM0406,249,126.0,0.0,1,36.0,18.0,18.0,0.0,1.0,33.0,33.0,0.0,2136,82.0,0.0,0,23277,464.0,0.0,31,15,38,16,34
FUM0015,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6114,1021.0,0.0,4528,65740,10555.0,0.0,33,18,18,46,32
FWM0707,374,351.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,21.0,0.0,235,3460,206.0,0.0,50,36,35,18,34
FXF0957,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,34.0,0.0,136,3460,463.0,0.0,35,25,47,36,28
GAF0060,346,157.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031,366.0,0.0,2458,32870,3882.0,0.0,41,16,39,25,22
GAF0570,633,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003,55.0,0.0,1741,34600,390.0,0.0,31,15,38,46,35
GBM0603,322,146.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4673,51.0,0.0,1829,52164,442.0,0.0,39,42,42,24,37
GCC0744,346,168.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063,96.0,0.0,0,56052,500.0,0.0,35,42,15,25,31
GCC0945,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,38.0,0.0,79,3460,468.0,0.0,30,39,18,25,27
GCG0951,656,351.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,39.0,0.0,192,3460,479.0,0.0,33,33,25,19,44
GCL0016,719,192.0,77.0,3,267.0,134.0,0.0,16.0,1.0,199.0,4.0,31.0,4126,123.0,438.0,2083,44232,860.0,4788.0,45,32,20,24,34
GCR0554,346,163.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008,82.0,0.0,1319,32870,648.0,0.0,16,16,41,23,37
GCS0518,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001,0.0,0.0,0,10034,0.0,0.0,41,36,23,38,21
GCS0571,629,3.0,0.0,2,275.0,138.0,2.0,0.0,1.0,564.0,18.0,0.0,332,25.0,0.0,65,3460,351.0,0.0,22,18,16,23,32
GDF0704,643,348.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,12.0,0.0,244,3460,174.0,0.0,25,13,21,29,36
GHH0288,404,13.0,2.0,3,1428.0,716.0,2.0,0.0,1.0,1563.0,4.0,0.0,336,6.0,0.0,220,3460,52.0,0.0,12,36,40,36,30
GHL0460,232,111.0,0.0,1,22.0,11.0,11.0,0.0,1.0,41.0,41.0,0.0,217,4.0,0.0,112,2291,57.0,0.0,21,37,24,17,35
GJD0298,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,3.0,0.0,297,3460,48.0,0.0,43,39,12,40,27
GJT0386,346,159.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998,65.0,0.0,506,32870,435.0,0.0,24,13,49,34,26
GKO0078,744,365.0,0.0,3,723.0,363.0,40.0,0.0,1.0,942.0,68.0,0.0,6000,773.0,0.0,4144,65550,7238.0,0.0,44,46,21,24,29
GLR0975,611,158.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687,124.0,0.0,2945,39444,638.0,0.0,33,44,26,24,24
GMF0738,346,167.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036,23.0,0.0,0,56052,453.0,0.0,30,40,45,20,18
GNS0178,676,381.0,2.0,2,303.0,152.0,15.0,0.0,1.0,3049.0,164.0,0.0,2947,373.0,0.0,1923,32870,4394.0,0.0,30,17,42,26,33
GNZ0953,616,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,42.0,0.0,282,3460,478.0,0.0,26,18,26,36,29
GOK0238,241,125.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104,54.0,0.0,0,22895,402.0,0.0,33,43,27,40,33
GQF0659,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002,289.0,0.0,202,10034,2909.0,0.0,40,16,30,29,28
GQP0743,346,164.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4978,46.0,0.0,3470,56052,511.0,0.0,47,39,19,39,25
GRC0145,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624,0.0,0.0,2651,39444,0.0,0.0,30,43,24,46,27
GRM0868,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5078,209.0,0.0,0,56052,2032.0,0.0,21,25,20,13,28
GTD0116,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699,1326.0,0.0,955,49478,13953.0,0.0,43,19,45,20,31
GTD0219,490,425.0,0.0,306,957.0,479.0,303.0,0.0,291.0,1281.0,761.0,0.0,1262,138.0,0.0,705,13442,1348.0,0.0,40,40,19,30,33
GTD0898,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003,46.0,0.0,0,10034,505.0,0.0,23,23,39,15,29
GZB0469,346,167.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,8.0,0.0,139,3450,78.0,0.0,46,39,22,45,28
GZC0735,811,194.0,90.0,2,792.0,397.0,1.0,40.0,1.0,304.0,0.0,28.0,5847,101.0,643.0,3504,61047,679.0,6732.0,44,16,15,27,25
HAC0282,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989,128.0,0.0,1260,32870,1461.0,0.0,37,32,38,12,28
HAD0246,1047,314.0,311.0,2,424.0,214.0,4.0,61.0,1.0,315.0,0.0,66.0,4820,107.0,1377.0,2781,46740,1377.0,13300.0,44,39,32,45,38
HAH0248,346,156.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985,32.0,0.0,1189,32775,299.0,0.0,33,43,22,18,29
HAH0760,611,0.0,0.0,1,1342.0,677.0,0.0,0.0,1.0,1900.0,0.0,0.0,998,0.0,0.0,607,10034,0.0,0.0,34,17,22,37,30
HAM0985,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050,174.0,0.0,1297,32870,1308.0,0.0,20,17,29,16,20
HAV0121,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056,770.0,0.0,0,32775,9362.0,0.0,46,43,38,37,27
HBB0056,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989,0.0,0.0,1098,32870,0.0,0.0,37,33,30,21,27
HBO0413,323,160.0,0.0,1,1408.0,709.0,7.0,0.0,1.0,691.0,0.0,0.0,2840,83.0,0.0,0,30812,626.0,0.0,41,35,18,15,18
HCC0344,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,131.0,0.0,698,10034,1247.0,0.0,25,11,41,26,22
HCL0113,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039,170.0,0.0,1007,32870,1568.0,0.0,43,22,40,39,34
HCL0651,644,6.0,0.0,2,1320.0,662.0,181.0,0.0,1.0,723.0,205.0,0.0,1017,292.0,0.0,552,10034,2948.0,0.0,21,19,44,36,33
HCM0267,346,346.0,0.0,1,5955.0,2984.0,200.0,0.0,1.0,8167.0,380.0,0.0,3021,254.0,0.0,1748,31140,2893.0,0.0,36,45,39,20,32
HCS0003,346,0.0,0.0,1,2006.0,1007.0,0.0,0.0,1.0,3045.0,0.0,0.0,9097,0.0,0.0,7372,98610,0.0,0.0,35,28,14,15,30
HCV0478,611,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036,0.0,0.0,2760,56052,0.0,0.0,46,36,18,12,24
HCW0419,619,171.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054,90.0,0.0,2166,32870,572.0,0.0,40,21,35,34,35
HDD0789,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4727,219.0,0.0,1651,49478,2178.0,0.0,44,39,30,10,29
HDD0806,903,18.0,226.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143,967.0,1022.0,758,44840,10426.0,11210.0,47,28,36,19,38
HDH0928,346,0.0,0.0,1,1377.0,691.0,70.0,0.0,1.0,1577.0,222.0,0.0,3043,480.0,0.0,2414,32870,5495.0,0.0,40,36,20,40,26
HDJ0446,346,165.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,5.0,0.0,173,3460,96.0,0.0,18,17,45,27,35
HDL0748,346,151.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5016,53.0,0.0,0,55890,570.0,0.0,25,13,46,41,25
HDS0367,1655,915.0,0.0,630,2722.0,1364.0,870.0,0.0,613.0,3406.0,2095.0,0.0,3626,0.0,0.0,2764,39420,0.0,0.0,50,42,16,30,19
HFB0347,264,264.0,7.0,1,190.0,96.0,12.0,4.0,1.0,1716.0,149.0,56.0,767,115.0,19.0,165,7656,1034.0,203.0,34,20,30,30,27
HGG0240,346,168.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021,78.0,0.0,1124,32775,629.0,0.0,20,26,24,36,31
HGH0595,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,23.0,0.0,0,3460,315.0,0.0,41,14,22,39,29
HGN0287,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3371,147.0,0.0,2017,31050,1339.0,0.0,45,30,18,18,27
HIA0414,346,167.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007,77.0,0.0,1283,32870,550.0,0.0,38,39,39,18,31
HIW0536,346,162.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4713,103.0,0.0,812,49335,855.0,0.0,39,50,25,24,20
HJA0018,609,169.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712,93.0,0.0,2426,39444,911.0,0.0,39,43,47,37,32
HJB0742,446,127.0,0.0,2,12.0,6.0,6.0,0.0,1.0,5.0,5.0,0.0,3494,82.0,0.0,1754,40972,472.0,0.0,41,40,16,21,30
HJS0072,46,13.0,2.0,3,52.0,26.0,0.0,2.0,1.0,82.0,4.0,6.0,216,10.0,16.0,157,2375,59.0,190.0,44,42,19,19,31
HKB0418,332,148.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922,57.0,0.0,0,31540,565.0,0.0,50,18,13,26,27
HKF0831,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,62.0,0.0,254,3460,675.0,0.0,23,42,49,21,24
HKI0171,345,345.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4971,285.0,0.0,3344,56052,2739.0,0.0,31,17,30,45,27
HKR0628,709,169.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4998,82.0,0.0,3694,56052,606.0,0.0,21,16,17,16,25
HLH0512,501,0.0,138.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425,0.0,396.0,753,14268,0.0,3944.0,15,42,36,22,32
HLM0933,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050,328.0,0.0,1147,32870,3430.0,0.0,36,24,23,43,30
HMM0108,120,1.0,0.0,2,198.0,100.0,1.0,0.0,1.0,345.0,5.0,0.0,540,20.0,0.0,308,5225,265.0,0.0,33,41,17,43,25
HMW0713,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,15.0,0.0,135,3460,172.0,0.0,38,24,40,36,28
HOB0994,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979,901.0,0.0,1063,32870,9386.0,0.0,38,39,15,43,33
HPH0075,721,199.0,105.0,1,6345.0,3180.0,30.0,450.0,1.0,9323.0,31.0,1336.0,7435,114.0,1075.0,4528,72720,767.0,10440.0,40,42,48,25,28
HPM0986,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4697,257.0,0.0,0,49478,1865.0,0.0,41,36,38,23,24
HPR0585,607,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,27.0,0.0,223,3460,329.0,0.0,34,46,15,46,35
HRB0351,723,170.0,63.0,38,264.0,133.0,2.0,9.0,1.0,2662.0,8.0,189.0,6750,165.0,574.0,1404,72770,1456.0,6270.0,19,12,43,42,36
HRD0635,212,13.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269,72.0,0.0,215,2610,768.0,0.0,24,35,18,32,24
HRL0540,643,18.0,0.0,2,5924.0,2968.0,867.0,0.0,1.0,1777.0,556.0,0.0,2988,1045.0,0.0,1721,34400,10019.0,0.0,43,38,17,40,18
HRW0550,346,168.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019,86.0,0.0,1190,32870,620.0,0.0,38,34,24,22,28
HSB0196,494,19.0,123.0,1,7595.0,3805.0,41.0,962.0,1.0,11627.0,268.0,2964.0,5103,254.0,1307.0,2806,57000,2253.0,14520.0,44,13,43,30,33
HSD0457,346,164.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,5.0,0.0,68,3460,85.0,0.0,38,19,20,42,27
HSG0818,619,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038,711.0,0.0,1156,32870,7645.0,0.0,18,19,48,36,31
HSP0290,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,5.0,0.0,176,3450,49.0,0.0,38,15,28,20,27
HTF0641,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019,287.0,0.0,778,10034,2870.0,0.0,38,24,18,22,28
HTH0007,613,347.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9116,1169.0,0.0,1458,98610,15460.0,0.0,37,38,41,20,36
HVB0037,403,403.0,52.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454,342.0,715.0,1025,57629,2903.0,7436.0,17,42,41,44,26
HVF0067,637,168.0,0.0,17,1384.0,694.0,5.0,0.0,1.0,2023.0,3.0,0.0,3058,72.0,0.0,2484,31140,597.0,0.0,44,35,22,43,41
HWH0646,629,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014,286.0,0.0,804,10034,3030.0,0.0,17,24,24,21,28
HWM0342,365,347.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019,137.0,0.0,234,10034,1439.0,0.0,45,44,41,39,34
HWW0436,745,183.0,1.0,3,1317.0,664.0,12.0,0.0,1.0,1245.0,13.0,0.0,3331,46.0,0.0,1944,31050,590.0,0.0,45,37,23,27,33
HWY0038,449,398.0,0.0,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138,138.0,0.0,252,12312,1191.0,0.0,47,39,40,22,24
HXL0968,211,211.0,0.0,1,932.0,468.0,49.0,0.0,1.0,477.0,21.0,0.0,211,26.0,0.0,92,2225,322.0,0.0,45,21,35,40,34
IAR0694,856,10.0,115.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481,470.0,498.0,2437,38380,5025.0,5415.0,12,17,44,40,34
IAT0263,186,186.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762,155.0,0.0,1010,17670,1748.0,0.0,28,23,30,30,27
IBB0359,1676,892.0,1.0,604,7852.0,3935.0,859.0,0.0,580.0,3199.0,2130.0,0.0,3631,0.0,0.0,2283,39444,539.0,0.0,48,33,21,43,38
IBB0696,637,348.0,0.0,3,1408.0,708.0,31.0,0.0,1.0,986.0,12.0,0.0,333,23.0,0.0,182,3460,173.0,0.0,47,13,36,16,33
IBM0671,619,170.0,0.0,2,287.0,145.0,2.0,0.0,1.0,802.0,11.0,0.0,3342,31.0,0.0,1928,32775,330.0,0.0,50,46,38,35,31
IBP0883,696,78.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996,48.0,0.0,666,10380,728.0,0.0,30,25,15,11,17
IBS0836,722,31.0,63.0,3,774.0,388.0,45.0,30.0,1.0,624.0,87.0,41.0,359,54.0,27.0,217,3402,728.0,261.0,10,44,50,38,27
ICH0294,429,1.0,0.0,3,1326.0,666.0,0.0,0.0,1.0,2509.0,2.0,0.0,335,6.0,0.0,266,3460,38.0,0.0,32,27,20,40,26
ICS0956,251,251.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,27.0,0.0,49,2510,338.0,0.0,22,20,18,35,26
IDO0176,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5026,355.0,0.0,0,56052,2873.0,0.0,34,39,40,24,26
IEB0153,383,0.0,21.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806,129.0,99.0,1117,17856,1290.0,1008.0,44,25,39,24,36
IHK0841,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,54.0,0.0,0,3460,648.0,0.0,35,23,41,28,29
IIA0092,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2992,258.0,0.0,981,32870,2885.0,0.0,39,30,42,14,27
IIL0513,439,0.0,88.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329,0.0,267.0,232,13170,0.0,2640.0,37,13,26,38,34
IIW0249,435,207.0,47.0,21,6735.0,3375.0,41.0,342.0,1.0,473.0,4.0,23.0,3402,53.0,346.0,691,37145,615.0,3800.0,39,36,43,38,28
IJM0139,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,3.0,0.0,0,3460,46.0,0.0,45,17,15,30,35
IJM0444,740,189.0,1.0,3,741.0,373.0,4.0,0.0,1.0,1840.0,8.0,0.0,3000,33.0,0.0,2101,32870,483.0,0.0,36,35,39,35,26
IJM0776,171,0.0,0.0,1,694.0,350.0,0.0,0.0,1.0,344.0,0.0,0.0,515,0.0,0.0,217,5093,0.0,0.0,41,35,19,41,32
IJR0825,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,56.0,0.0,269,3460,672.0,0.0,38,42,39,46,32
IJW0851,346,329.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5041,252.0,0.0,0,56052,1840.0,0.0,21,10,10,18,34
IKP0472,1016,236.0,287.0,2,1033.0,519.0,7.0,154.0,1.0,812.0,2.0,209.0,481,7.0,139.0,404,4446,118.0,1287.0,32,10,37,38,31
IKR0401,287,139.0,0.0,1,1134.0,569.0,28.0,0.0,1.0,554.0,42.0,0.0,2495,301.0,0.0,1003,27375,3376.0,0.0,40,42,24,16,29
ILC0838,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,46.0,0.0,69,3460,705.0,0.0,40,36,42,16,33
ILH0958,737,385.0,0.0,27,300.0,150.0,20.0,0.0,1.0,2970.0,315.0,0.0,337,37.0,0.0,236,3460,489.0,0.0,28,17,20,19,24
ILJ0526,813,0.0,57.0,28,754.0,378.0,0.0,37.0,1.0,1236.0,0.0,107.0,1089,0.0,80.0,756,10875,0.0,783.0,33,50,23,46,25
ILR0304,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,8.0,0.0,52,3460,51.0,0.0,20,22,18,46,30
IMB0481,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5006,0.0,0.0,1847,56052,0.0,0.0,19,41,38,43,38
IMG0320,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032,308.0,0.0,1943,55890,2458.0,0.0,37,14,12,24,23
IMP0530,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008,0.0,0.0,367,10034,0.0,0.0,40,17,42,50,32
IRM0931,1063,545.0,271.0,2,1004.0,505.0,53.0,129.0,1.0,2278.0,152.0,617.0,4157,599.0,1063.0,2780,45315,6136.0,11590.0,44,46,33,35,30
IRT0491,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019,0.0,0.0,1891,56052,0.0,0.0,17,30,27,41,32
IUB0565,234,0.0,0.0,1,986.0,494.0,0.0,0.0,1.0,503.0,0.0,0.0,2057,20.0,0.0,891,22354,249.0,0.0,44,39,35,22,30
IUY0279,623,4.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030,185.0,0.0,2262,31140,1446.0,0.0,38,38,17,21,29
IWM0816,622,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013,720.0,0.0,1788,32870,7801.0,0.0,35,42,50,44,28
IYB0918,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3024,394.0,0.0,684,32870,5337.0,0.0,17,21,42,14,30
JAD0609,438,175.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4968,74.0,0.0,4145,56052,502.0,0.0,18,23,26,36,33
JAJ0849,905,62.0,184.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,62.0,87.0,274,4420,885.0,890.0,22,24,23,23,33
JAM0382,346,156.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998,61.0,0.0,1314,32870,455.0,0.0,25,23,41,17,23
JAV0361,1384,902.0,0.0,625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659,0.0,0.0,1462,39377,0.0,0.0,36,45,40,45,33
JBD0616,640,167.0,0.0,2,5968.0,2991.0,24.0,0.0,1.0,339.0,1.0,0.0,5030,114.0,0.0,2655,56052,624.0,0.0,40,21,25,37,27
JBM0350,434,249.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4752,574.0,0.0,914,49478,6425.0,0.0,37,21,12,45,25
JCC0225,1375,1233.0,0.0,639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3708,353.0,0.0,0,39408,3732.0,0.0,47,45,40,15,18
JCG0316,734,361.0,0.0,2,1387.0,697.0,27.0,0.0,1.0,2161.0,46.0,0.0,4986,335.0,0.0,2962,56052,3191.0,0.0,47,36,32,25,33
JCR0172,723,407.0,98.0,1,338.0,170.0,5.0,25.0,1.0,406.0,2.0,45.0,5926,423.0,793.0,3037,65934,3673.0,8910.0,43,41,41,39,31
JCR0289,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,2.0,0.0,84,3460,53.0,0.0,32,43,33,33,29
JCR0770,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003,0.0,0.0,752,10034,0.0,0.0,40,47,24,21,27
JCR0921,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040,436.0,0.0,1256,32870,5336.0,0.0,47,46,31,40,34
JCV0245,346,160.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039,47.0,0.0,637,32870,347.0,0.0,40,44,22,20,27
