id,date,user,pc,activity
LGN0000707,01/21/2026 18:25:13,USR0003,PC-USR0003-01,Logoff
LGN0000708,01/21/2026 09:51:51,USR0004,PC-USR0004-01,Logon
LGN0000709,01/21/2026 18:04:49,USR0004,PC-USR0004-01,Logoff
LGN0000710,01/21/2026 08:49:59,USR0005,PC-USR0005-01,Logon
LGN0000711,01/21/2026 17:11:03,USR0005,PC-USR0005-01,Logoff
LGN0000712,01/21/2026 09:38:22,USR0006,PC-USR0006-01,Logon
LGN0000713,01/21/2026 17:21:10,USR0006,PC-USR0006-01,Logoff
LGN0000714,01/21/2026 09:42:28,USR0007,PC-USR0007-01,Logon
LGN0000715,01/21/2026 17:09:55,USR0007,PC-USR0007-01,Logoff
LGN0000716,01/21/2026 08:23:28,USR0008,PC-USR0008-01,Logon
LGN0000717,01/21/2026 18:23:23,USR0008,PC-USR0008-01,Logoff
LGN0000718,01/21/2026 09:49:33,USR0009,PC-USR0009-01,Logon
LGN0000719,01/21/2026 18:27:02,USR0009,PC-USR0009-01,Logoff
LGN0000720,01/21/2026 08:40:34,USR0010,PC-USR0010-01,Logon
LGN0000721,01/21/2026 18:21:41,USR0010,PC-USR0010-01,Logoff
LGN0000722,01/21/2026 08:44:50,USR0011,PC-USR0011-01,Logon
LGN0000723,01/21/2026 17:21:53,USR0011,PC-USR0011-01,Logoff
LGN0000724,01/21/2026 09:32:00,USR0012,PC-USR0012-01,Logon
LGN0000725,01/21/2026 17:12:15,USR0012,PC-USR0012-01,Logoff
LGN0000726,01/21/2026 08:25:41,USR0013,PC-USR0013-01,Logon
LGN0000727,01/21/2026 18:20:31,USR0013,PC-USR0013-01,Logoff
LGN0000728,01/21/2026 09:49:24,USR0014,PC-USR0014-01,Logon
LGN0000729,01/21/2026 18:26:22,USR0014,PC-USR0014-01,Logoff
LGN0000730,01/21/2026 08:39:32,USR0015,PC-USR0015-01,Logon
LGN0000731,01/21/2026 17:25:19,USR0015,PC-USR0015-01,Logoff
LGN0000732,01/21/2026 08:15:05,USR0016,PC-USR0016-01,Logon
LGN0000733,01/21/2026 18:07:48,USR0016,PC-USR0016-01,Logoff
LGN0000734,01/21/2026 08:37:33,USR0017,PC-USR0017-01,Logon
LGN0000735,01/21/2026 18:25:03,USR0017,PC-USR0017-01,Logoff
LGN0000736,01/21/2026 08:50:08,USR0018,PC-USR0018-01,Logon
LGN0000737,01/21/2026 18:12:44,USR0018,PC-USR0018-01,Logoff
LGN0000738,01/21/2026 09:17:10,USR0019,PC-USR0019-01,Logon
LGN0000739,01/21/2026 17:05:41,USR0019,PC-USR0019-01,Logoff
LGN0000740,01/21/2026 08:45:18,USR0020,PC-USR0020-01,Logon
LGN0000741,01/21/2026 18:12:15,USR0020,PC-USR0020-01,Logoff
LGN0000742,01/21/2026 09:29:32,USR0021,PC-USR0021-01,Logon
LGN0000743,01/21/2026 17:17:41,USR0021,PC-USR0021-01,Logoff
LGN0000744,01/21/2026 09:52:43,USR0022,PC-USR0022-01,Logon
LGN0000745,01/21/2026 17:26:20,USR0022,PC-USR0022-01,Logoff
LGN0000746,01/21/2026 08:39:30,USR0023,PC-USR0023-01,Logon
LGN0000747,01/21/2026 17:17:15,USR0023,PC-USR0023-01,Logoff
LGN0000748,01/21/2026 08:47:14,USR0024,PC-USR0024-01,Logon
LGN0000749,01/21/2026 18:07:33,USR0024,PC-USR0024-01,Logoff
LGN0000750,01/21/2026 08:46:34,USR0025,PC-USR0025-01,Logon
LGN0000751,01/21/2026 18:11:59,USR0025,PC-USR0025-01,Logoff
LGN0000752,01/22/2026 08:35:25,AAE0190,PC-AAE0190-01,Logon
LGN0000753,01/22/2026 17:28:24,AAE0190,PC-AAE0190-01,Logoff
LGN0000754,01/22/2026 22:19:26,AAE0190,PC-AAE0190-01,Logon
LGN0000755,01/22/2026 09:30:42,USR0002,PC-USR0002-01,Logon
LGN0000756,01/22/2026 18:12:51,USR0002,PC-USR0002-01,Logoff
LGN0000757,01/22/2026 09:35:23,USR0003,PC-USR0003-01,Logon
LGN0000758,01/22/2026 17:12:53,USR0003,PC-USR0003-01,Logoff
LGN0000759,01/22/2026 08:23:16,USR0004,PC-USR0004-01,Logon
LGN0000760,01/22/2026 18:06:29,USR0004,PC-USR0004-01,Logoff
LGN0000761,01/22/2026 09:52:57,USR0005,PC-USR0005-01,Logon
LGN0000762,01/22/2026 17:18:18,USR0005,PC-USR0005-01,Logoff
LGN0000763,01/22/2026 08:39:57,USR0006,PC-USR0006-01,Logon
LGN0000764,01/22/2026 18:22:20,USR0006,PC-USR0006-01,Logoff
LGN0000765,01/22/2026 08:54:57,USR0007,PC-USR0007-01,Logon
LGN0000766,01/22/2026 18:04:27,USR0007,PC-USR0007-01,Logoff
LGN0000767,01/22/2026 09:25:53,USR0008,PC-USR0008-01,Logon
LGN0000768,01/22/2026 18:01:59,USR0008,PC-USR0008-01,Logoff
LGN0000769,01/22/2026 08:26:12,USR0009,PC-USR0009-01,Logon
LGN0000770,01/22/2026 18:13:12,USR0009,PC-USR0009-01,Logoff
LGN0000771,01/22/2026 08:17:36,USR0010,PC-USR0010-01,Logon
LGN0000772,01/22/2026 18:29:24,USR0010,PC-USR0010-01,Logoff
LGN0000773,01/22/2026 09:28:26,USR0011,PC-USR0011-01,Logon
LGN0000774,01/22/2026 17:22:13,USR0011,PC-USR0011-01,Logoff
LGN0000775,01/22/2026 08:51:08,USR0012,PC-USR0012-01,Logon
LGN0000776,01/22/2026 18:30:31,USR0012,PC-USR0012-01,Logoff
LGN0000777,01/22/2026 08:54:09,USR0013,PC-USR0013-01,Logon
LGN0000778,01/22/2026 18:11:44,USR0013,PC-USR0013-01,Logoff
LGN0000779,01/22/2026 08:49:05,USR0014,PC-USR0014-01,Logon
LGN0000780,01/22/2026 18:16:23,USR0014,PC-USR0014-01,Logoff
LGN0000781,01/22/2026 08:50:13,USR0015,PC-USR0015-01,Logon
LGN0000782,01/22/2026 18:07:55,USR0015,PC-USR0015-01,Logoff
LGN0000783,01/22/2026 09:46:26,USR0016,PC-USR0016-01,Logon
LGN0000784,01/22/2026 18:18:12,USR0016,PC-USR0016-01,Logoff
LGN0000785,01/22/2026 09:45:55,USR0017,PC-USR0017-01,Logon
LGN0000786,01/22/2026 18:02:13,USR0017,PC-USR0017-01,Logoff
LGN0000787,01/22/2026 08:34:18,USR0018,PC-USR0018-01,Logon
LGN0000788,01/22/2026 17:29:25,USR0018,PC-USR0018-01,Logoff
LGN0000789,01/22/2026 08:19:20,USR0019,PC-USR0019-01,Logon
LGN0000790,01/22/2026 18:28:57,USR0019,PC-USR0019-01,Logoff
LGN0000791,01/22/2026 09:49:22,USR0020,PC-USR0020-01,Logon
LGN0000792,01/22/2026 17:27:27,USR0020,PC-USR0020-01,Logoff
LGN0000793,01/22/2026 09:34:48,USR0021,PC-USR0021-01,Logon
LGN0000794,01/22/2026 17:10:35,USR0021,PC-USR0021-01,Logoff
LGN0000795,01/22/2026 09:43:26,USR0022,PC-USR0022-01,Logon
LGN0000796,01/22/2026 18:04:44,USR0022,PC-USR0022-01,Logoff
LGN0000797,01/22/2026 09:17:20,USR0023,PC-USR0023-01,Logon
LGN0000798,01/22/2026 18:14:33,USR0023,PC-USR0023-01,Logoff
LGN0000799,01/22/2026 08:16:40,USR0024,PC-USR0024-01,Logon
LGN0000800,01/22/2026 17:00:02,USR0024,PC-USR0024-01,Logoff
LGN0000801,01/22/2026 09:40:20,USR0025,PC-USR0025-01,Logon
LGN0000802,01/22/2026 17:02:23,USR0025,PC-USR0025-01,Logoff
LGN0000803,01/23/2026 09:23:40,AAE0190,PC-AAE0190-01,Logon
LGN0000804,01/23/2026 18:27:46,AAE0190,PC-AAE0190-01,Logoff
LGN0000805,01/23/2026 22:41:00,AAE0190,PC-AAE0190-01,Logon
LGN0000806,01/23/2026 08:46:04,USR0002,PC-USR0002-01,Logon
LGN0000807,01/23/2026 18:06:50,USR0002,PC-USR0002-01,Logoff
LGN0000808,01/23/2026 09:55:41,USR0003,PC-USR0003-01,Logon
LGN0000809,01/23/2026 18:00:54,USR0003,PC-USR0003-01,Logoff
LGN0000810,01/23/2026 08:48:11,USR0004,PC-USR0004-01,Logon
LGN0000811,01/23/2026 18:10:23,USR0004,PC-USR0004-01,Logoff
LGN0000812,01/23/2026 09:43:03,USR0005,PC-USR0005-01,Logon
LGN0000813,01/23/2026 18:02:09,USR0005,PC-USR0005-01,Logoff
LGN0000814,01/23/2026 08:21:50,USR0006,PC-USR0006-01,Logon
LGN0000815,01/23/2026 17:20:51,USR0006,PC-USR0006-01,Logoff
LGN0000816,01/23/2026 08:34:11,USR0007,PC-USR0007-01,Logon
LGN0000817,01/23/2026 17:07:12,USR0007,PC-USR0007-01,Logoff
LGN0000818,01/23/2026 09:16:41,USR0008,PC-USR0008-01,Logon
LGN0000819,01/23/2026 17:24:45,USR0008,PC-USR0008-01,Logoff
LGN0000820,01/23/2026 08:33:03,USR0009,PC-USR0009-01,Logon
LGN0000821,01/23/2026 17:04:54,USR0009,PC-USR0009-01,Logoff
LGN0000822,01/23/2026 09:32:56,USR0010,PC-USR0010-01,Logon
LGN0000823,01/23/2026 17:11:18,USR0010,PC-USR0010-01,Logoff
LGN0000824,01/23/2026 09:42:52,USR0011,PC-USR0011-01,Logon
LGN0000825,01/23/2026 18:14:04,USR0011,PC-USR0011-01,Logoff
LGN0000826,01/23/2026 08:26:20,USR0012,PC-USR0012-01,Logon
LGN0000827,01/23/2026 17:13:27,USR0012,PC-USR0012-01,Logoff
LGN0000828,01/23/2026 09:18:34,USR0013,PC-USR0013-01,Logon
LGN0000829,01/23/2026 17:18:42,USR0013,PC-USR0013-01,Logoff
LGN0000830,01/23/2026 09:51:37,USR0014,PC-USR0014-01,Logon
LGN0000831,01/23/2026 18:06:37,USR0014,PC-USR0014-01,Logoff
LGN0000832,01/23/2026 09:20:37,USR0015,PC-USR0015-01,Logon
LGN0000833,01/23/2026 17:17:21,USR0015,PC-USR0015-01,Logoff
LGN0000834,01/23/2026 09:45:35,USR0016,PC-USR0016-01,Logon
LGN0000835,01/23/2026 17:11:44,USR0016,PC-USR0016-01,Logoff
LGN0000836,01/23/2026 08:29:22,USR0017,PC-USR0017-01,Logon
LGN0000837,01/23/2026 18:28:59,USR0017,PC-USR0017-01,Logoff
LGN0000838,01/23/2026 09:45:34,USR0018,PC-USR0018-01,Logon
LGN0000839,01/23/2026 18:05:08,USR0018,PC-USR0018-01,Logoff
LGN0000840,01/23/2026 09:23:21,USR0019,PC-USR0019-01,Logon
LGN0000841,01/23/2026 18:21:29,USR0019,PC-USR0019-01,Logoff
LGN0000842,01/23/2026 08:16:43,USR0020,PC-USR0020-01,Logon
LGN0000843,01/23/2026 17:16:17,USR0020,PC-USR0020-01,Logoff
LGN0000844,01/23/2026 09:47:17,USR0021,PC-USR0021-01,Logon
LGN0000845,01/23/2026 18:05:42,USR0021,PC-USR0021-01,Logoff
LGN0000846,01/23/2026 08:39:33,USR0022,PC-USR0022-01,Logon
LGN0000847,01/23/2026 17:08:17,USR0022,PC-USR0022-01,Logoff
LGN0000848,01/23/2026 08:45:08,USR0023,PC-USR0023-01,Logon
LGN0000849,01/23/2026 17:08:21,USR0023,PC-USR0023-01,Logoff
LGN0000850,01/23/2026 08:49:08,USR0024,PC-USR0024-01,Logon
LGN0000851,01/23/2026 17:08:20,USR0024,PC-USR0024-01,Logoff
LGN0000852,01/23/2026 08:18:00,USR0025,PC-USR0025-01,Logon
LGN0000853,01/23/2026 17:18:42,USR0025,PC-USR0025-01,Logoff
LGN0000854,01/24/2026 08:26:06,AAE0190,PC-AAE0190-01,Logon
LGN0000855,01/24/2026 18:08:40,AAE0190,PC-AAE0190-01,Logoff
LGN0000856,01/24/2026 22:48:58,AAE0190,PC-AAE0190-01,Logon
LGN0000857,01/25/2026 08:45:17,AAE0190,PC-AAE0190-01,Logon
LGN0000858,01/25/2026 18:20:41,AAE0190,PC-AAE0190-01,Logoff
LGN0000859,01/25/2026 22:25:55,AAE0190,PC-AAE0190-01,Logon
LGN0000860,01/26/2026 09:16:45,AAE0190,PC-AAE0190-01,Logon
LGN0000861,01/26/2026 18:29:31,AAE0190,PC-AAE0190-01,Logoff
LGN0000862,01/26/2026 22:13:01,AAE0190,PC-AAE0190-01,Logon
LGN0000863,01/26/2026 08:30:14,USR0002,PC-USR0002-01,Logon
LGN0000864,01/26/2026 18:29:33,USR0002,PC-USR0002-01,Logoff
LGN0000865,01/26/2026 09:23:50,USR0003,PC-USR0003-01,Logon
LGN0000866,01/26/2026 18:13:08,USR0003,PC-USR0003-01,Logoff
LGN0000867,01/26/2026 08:46:24,USR0004,PC-USR0004-01,Logon
LGN0000868,01/26/2026 18:26:31,USR0004,PC-USR0004-01,Logoff
LGN0000869,01/26/2026 08:51:22,USR0005,PC-USR0005-01,Logon
LGN0000870,01/26/2026 18:26:34,USR0005,PC-USR0005-01,Logoff
LGN0000871,01/26/2026 08:26:17,USR0006,PC-USR0006-01,Logon
LGN0000872,01/26/2026 18:11:28,USR0006,PC-USR0006-01,Logoff
LGN0000873,01/26/2026 08:17:36,USR0007,PC-USR0007-01,Logon
LGN0000874,01/26/2026 18:06:16,USR0007,PC-USR0007-01,Logoff
LGN0000875,01/26/2026 09:29:06,USR0008,PC-USR0008-01,Logon
LGN0000876,01/26/2026 17:01:20,USR0008,PC-USR0008-01,Logoff
LGN0000877,01/26/2026 08:30:27,USR0009,PC-USR0009-01,Logon
LGN0000878,01/26/2026 18:03:42,USR0009,PC-USR0009-01,Logoff
LGN0000879,01/26/2026 09:51:15,USR0010,PC-USR0010-01,Logon
LGN0000880,01/26/2026 17:00:04,USR0010,PC-USR0010-01,Logoff
LGN0000881,01/26/2026 08:32:56,USR0011,PC-USR0011-01,Logon
LGN0000882,01/26/2026 17:19:39,USR0011,PC-USR0011-01,Logoff
LGN0000883,01/26/2026 09:37:03,USR0012,PC-USR0012-01,Logon
LGN0000884,01/26/2026 18:16:23,USR0012,PC-USR0012-01,Logoff
LGN0000885,01/26/2026 08:32:55,USR0013,PC-USR0013-01,Logon
LGN0000886,01/26/2026 17:26:45,USR0013,PC-USR0013-01,Logoff
LGN0000887,01/26/2026 09:35:28,USR0014,PC-USR0014-01,Logon
LGN0000888,01/26/2026 17:12:27,USR0014,PC-USR0014-01,Logoff
LGN0000889,01/26/2026 09:41:12,USR0015,PC-USR0015-01,Logon
LGN0000890,01/26/2026 17:17:53,USR0015,PC-USR0015-01,Logoff
LGN0000891,01/26/2026 09:46:05,USR0016,PC-USR0016-01,Logon
LGN0000892,01/26/2026 18:17:20,USR0016,PC-USR0016-01,Logoff
LGN0000893,01/26/2026 09:39:17,USR0017,PC-USR0017-01,Logon
LGN0000894,01/26/2026 17:15:36,USR0017,PC-USR0017-01,Logoff
LGN0000895,01/26/2026 08:55:00,USR0018,PC-USR0018-01,Logon
LGN0000896,01/26/2026 17:25:40,USR0018,PC-USR0018-01,Logoff
LGN0000897,01/26/2026 08:43:33,USR0019,PC-USR0019-01,Logon
LGN0000898,01/26/2026 17:02:43,USR0019,PC-USR0019-01,Logoff
LGN0000899,01/26/2026 09:45:31,USR0020,PC-USR0020-01,Logon
LGN0000900,01/26/2026 17:18:28,USR0020,PC-USR0020-01,Logoff
LGN0000901,01/26/2026 08:16:10,USR0021,PC-USR0021-01,Logon
LGN0000902,01/26/2026 17:09:30,USR0021,PC-USR0021-01,Logoff
LGN0000903,01/26/2026 09:25:07,USR0022,PC-USR0022-01,Logon
LGN0000904,01/26/2026 17:23:23,USR0022,PC-USR0022-01,Logoff
LGN0000905,01/26/2026 09:44:09,USR0023,PC-USR0023-01,Logon
LGN0000906,01/26/2026 18:28:10,USR0023,PC-USR0023-01,Logoff
LGN0000907,01/26/2026 08:27:10,USR0024,PC-USR0024-01,Logon
LGN0000908,01/26/2026 18:15:27,USR0024,PC-USR0024-01,Logoff
LGN0000909,01/26/2026 09:31:32,USR0025,PC-USR0025-01,Logon
LGN0000910,01/26/2026 18:19:57,USR0025,PC-USR0025-01,Logoff
LGN0000911,01/27/2026 08:16:50,AAE0190,PC-AAE0190-01,Logon
LGN0000912,01/27/2026 17:13:51,AAE0190,PC-AAE0190-01,Logoff
LGN0000913,01/27/2026 22:45:14,AAE0190,PC-AAE0190-01,Logon
LGN0000914,01/27/2026 09:53:37,USR0002,PC-USR0002-01,Logon
LGN0000915,01/27/2026 17:14:51,USR0002,PC-USR0002-01,Logoff
LGN0000916,01/27/2026 08:16:02,USR0003,PC-USR0003-01,Logon
LGN0000917,01/27/2026 18:04:53,USR0003,PC-USR0003-01,Logoff
LGN0000918,01/27/2026 08:49:20,USR0004,PC-USR0004-01,Logon
LGN0000919,01/27/2026 18:15:29,USR0004,PC-USR0004-01,Logoff
LGN0000920,01/27/2026 08:44:48,USR0005,PC-USR0005-01,Logon
LGN0000921,01/27/2026 18:18:30,USR0005,PC-USR0005-01,Logoff
LGN0000922,01/27/2026 08:45:39,USR0006,PC-USR0006-01,Logon
LGN0000923,01/27/2026 18:19:25,USR0006,PC-USR0006-01,Logoff
LGN0000924,01/27/2026 08:15:15,USR0007,PC-USR0007-01,Logon
LGN0000925,01/27/2026 17:06:47,USR0007,PC-USR0007-01,Logoff
LGN0000926,01/27/2026 09:26:20,USR0008,PC-USR0008-01,Logon
LGN0000927,01/27/2026 17:14:05,USR0008,PC-USR0008-01,Logoff
LGN0000928,01/27/2026 09:49:44,USR0009,PC-USR0009-01,Logon
LGN0000929,01/27/2026 18:13:51,USR0009,PC-USR0009-01,Logoff
LGN0000930,01/27/2026 08:17:22,USR0010,PC-USR0010-01,Logon
LGN0000931,01/27/2026 17:07:59,USR0010,PC-USR0010-01,Logoff
LGN0000932,01/27/2026 08:36:06,USR0011,PC-USR0011-01,Logon
LGN0000933,01/27/2026 18:20:49,USR0011,PC-USR0011-01,Logoff
LGN0000934,01/27/2026 08:54:54,USR0012,PC-USR0012-01,Logon
LGN0000935,01/27/2026 18:01:45,USR0012,PC-USR0012-01,Logoff
LGN0000936,01/27/2026 08:52:33,USR0013,PC-USR0013-01,Logon
LGN0000937,01/27/2026 18:23:50,USR0013,PC-USR0013-01,Logoff
LGN0000938,01/27/2026 08:48:42,USR0014,PC-USR0014-01,Logon
LGN0000939,01/27/2026 17:13:14,USR0014,PC-USR0014-01,Logoff
LGN0000940,01/27/2026 08:33:49,USR0015,PC-USR0015-01,Logon
LGN0000941,01/27/2026 17:27:20,USR0015,PC-USR0015-01,Logoff
LGN0000942,01/27/2026 09:18:56,USR0016,PC-USR0016-01,Logon
LGN0000943,01/27/2026 18:16:22,USR0016,PC-USR0016-01,Logoff
LGN0000944,01/27/2026 08:18:56,USR0017,PC-USR0017-01,Logon
LGN0000945,01/27/2026 18:16:21,USR0017,PC-USR0017-01,Logoff
LGN0000946,01/27/2026 09:48:01,USR0018,PC-USR0018-01,Logon
LGN0000947,01/27/2026 18:01:35,USR0018,PC-USR0018-01,Logoff
LGN0000948,01/27/2026 08:52:10,USR0019,PC-USR0019-01,Logon
LGN0000949,01/27/2026 18:06:02,USR0019,PC-USR0019-01,Logoff
LGN0000950,01/27/2026 08:48:48,USR0020,PC-USR0020-01,Logon
LGN0000951,01/27/2026 18:11:28,USR0020,PC-USR0020-01,Logoff
LGN0000952,01/27/2026 08:21:37,USR0021,PC-USR0021-01,Logon
LGN0000953,01/27/2026 18:25:24,USR0021,PC-USR0021-01,Logoff
LGN0000954,01/27/2026 09:18:51,USR0022,PC-USR0022-01,Logon
LGN0000955,01/27/2026 18:24:49,USR0022,PC-USR0022-01,Logoff
LGN0000956,01/27/2026 08:16:49,USR0023,PC-USR0023-01,Logon
LGN0000957,01/27/2026 18:16:58,USR0023,PC-USR0023-01,Logoff
LGN0000958,01/27/2026 08:51:25,USR0024,PC-USR0024-01,Logon
LGN0000959,01/27/2026 17:10:11,USR0024,PC-USR0024-01,Logoff
LGN0000960,01/27/2026 08:49:16,USR0025,PC-USR0025-01,Logon
LGN0000961,01/27/2026 17:16:24,USR0025,PC-USR0025-01,Logoff
LGN0000962,01/28/2026 08:54:35,AAE0190,PC-AAE0190-01,Logon
LGN0000963,01/28/2026 18:21:49,AAE0190,PC-AAE0190-01,Logoff
LGN0000964,01/28/2026 22:19:15,AAE0190,PC-AAE0190-01,Logon
LGN0000965,01/28/2026 08:44:41,USR0002,PC-USR0002-01,Logon
LGN0000966,01/28/2026 17:03:32,USR0002,PC-USR0002-01,Logoff
LGN0000967,01/28/2026 08:46:00,USR0003,PC-USR0003-01,Logon
LGN0000968,01/28/2026 18:01:30,USR0003,PC-USR0003-01,Logoff
LGN0000969,01/28/2026 09:49:19,USR0004,PC-USR0004-01,Logon
LGN0000970,01/28/2026 17:10:56,USR0004,PC-USR0004-01,Logoff
LGN0000971,01/28/2026 08:36:45,USR0005,PC-USR0005-01,Logon
LGN0000972,01/28/2026 17:27:24,USR0005,PC-USR0005-01,Logoff
LGN0000973,01/28/2026 09:22:37,USR0006,PC-USR0006-01,Logon
LGN0000974,01/28/2026 18:24:37,USR0006,PC-USR0006-01,Logoff
LGN0000975,01/28/2026 08:33:12,USR0007,PC-USR0007-01,Logon
LGN0000976,01/28/2026 17:22:05,USR0007,PC-USR0007-01,Logoff
LGN0000977,01/28/2026 09:27:40,USR0008,PC-USR0008-01,Logon
LGN0000978,01/28/2026 17:04:12,USR0008,PC-USR0008-01,Logoff
LGN0000979,01/28/2026 08:52:44,USR0009,PC-USR0009-01,Logon
LGN0000980,01/28/2026 17:04:26,USR0009,PC-USR0009-01,Logoff
LGN0000981,01/28/2026 08:37:46,USR0010,PC-USR0010-01,Logon
LGN0000982,01/28/2026 18:12:45,USR0010,PC-USR0010-01,Logoff
LGN0000983,01/28/2026 09:16:49,USR0011,PC-USR0011-01,Logon
LGN0000984,01/28/2026 18:17:03,USR0011,PC-USR0011-01,Logoff
LGN0000985,01/28/2026 09:33:07,USR0012,PC-USR0012-01,Logon
LGN0000986,01/28/2026 18:26:19,USR0012,PC-USR0012-01,Logoff
LGN0000987,01/28/2026 09:31:00,USR0013,PC-USR0013-01,Logon
LGN0000988,01/28/2026 18:30:35,USR0013,PC-USR0013-01,Logoff
LGN0000989,01/28/2026 08:47:41,USR0014,PC-USR0014-01,Logon
LGN0000990,01/28/2026 18:13:46,USR0014,PC-USR0014-01,Logoff
LGN0000991,01/28/2026 08:19:37,USR0015,PC-USR0015-01,Logon
LGN0000992,01/28/2026 18:15:42,USR0015,PC-USR0015-01,Logoff
LGN0000993,01/28/2026 09:53:10,USR0016,PC-USR0016-01,Logon
LGN0000994,01/28/2026 18:06:29,USR0016,PC-USR0016-01,Logoff
LGN0000995,01/28/2026 09:46:26,USR0017,PC-USR0017-01,Logon
LGN0000996,01/28/2026 17:04:41,USR0017,PC-USR0017-01,Logoff
LGN0000997,01/28/2026 09:36:40,USR0018,PC-USR0018-01,Logon
LGN0000998,01/28/2026 18:02:57,USR0018,PC-USR0018-01,Logoff
LGN0000999,01/28/2026 09:49:52,USR0019,PC-USR0019-01,Logon
LGN0001000,01/28/2026 18:09:00,USR0019,PC-USR0019-01,Logoff
LGN0001001,01/28/2026 09:24:55,USR0020,PC-USR0020-01,Logon
LGN0001002,01/28/2026 18:12:32,USR0020,PC-USR0020-01,Logoff
LGN0001003,01/28/2026 09:33:21,USR0021,PC-USR0021-01,Logon
LGN0001004,01/28/2026 18:03:16,USR0021,PC-USR0021-01,Logoff
LGN0001005,01/28/2026 08:39:47,USR0022,PC-USR0022-01,Logon
LGN0001006,01/28/2026 17:20:20,USR0022,PC-USR0022-01,Logoff
LGN0001007,01/28/2026 09:24:39,USR0023,PC-USR0023-01,Logon
LGN0001008,01/28/2026 17:11:33,USR0023,PC-USR0023-01,Logoff
LGN0001009,01/28/2026 08:17:28,USR0024,PC-USR0024-01,Logon
LGN0001010,01/28/2026 17:11:07,USR0024,PC-USR0024-01,Logoff
LGN0001011,01/28/2026 09:41:25,USR0025,PC-USR0025-01,Logon
LGN0001012,01/28/2026 18:03:35,USR0025,PC-USR0025-01,Logoff
LGN0001013,01/29/2026 09:49:00,AAE0190,PC-AAE0190-01,Logon
LGN0001014,01/29/2026 17:22:34,AAE0190,PC-AAE0190-01,Logoff
LGN0001015,01/29/2026 22:12:42,AAE0190,PC-AAE0190-01,Logon
LGN0001016,01/29/2026 09:38:43,USR0002,PC-USR0002-01,Logon
LGN0001017,01/29/2026 17:03:57,USR0002,PC-USR0002-01,Logoff
LGN0001018,01/29/2026 09:23:50,USR0003,PC-USR0003-01,Logon
LGN0001019,01/29/2026 18:00:44,USR0003,PC-USR0003-01,Logoff
LGN0001020,01/29/2026 09:53:38,USR0004,PC-USR0004-01,Logon
LGN0001021,01/29/2026 18:20:33,USR0004,PC-USR0004-01,Logoff
LGN0001022,01/29/2026 08:35:03,USR0005,PC-USR0005-01,Logon
LGN0001023,01/29/2026 17:11:25,USR0005,PC-USR0005-01,Logoff
LGN0001024,01/29/2026 08:19:49,USR0006,PC-USR0006-01,Logon
LGN0001025,01/29/2026 18:14:20,USR0006,PC-USR0006-01,Logoff
LGN0001026,01/29/2026 09:50:46,USR0007,PC-USR0007-01,Logon
LGN0001027,01/29/2026 17:30:30,USR0007,PC-USR0007-01,Logoff
LGN0001028,01/29/2026 09:16:38,USR0008,PC-USR0008-01,Logon
LGN0001029,01/29/2026 17:27:54,USR0008,PC-USR0008-01,Logoff
LGN0001030,01/29/2026 09:41:28,USR0009,PC-USR0009-01,Logon
LGN0001031,01/29/2026 17:21:52,USR0009,PC-USR0009-01,Logoff
LGN0001032,01/29/2026 08:41:36,USR0010,PC-USR0010-01,Logon
LGN0001033,01/29/2026 18:26:47,USR0010,PC-USR0010-01,Logoff
LGN0001034,01/29/2026 08:22:48,USR0011,PC-USR0011-01,Logon
LGN0001035,01/29/2026 18:13:39,USR0011,PC-USR0011-01,Logoff
LGN0001036,01/29/2026 08:22:56,USR0012,PC-USR0012-01,Logon
LGN0001037,01/29/2026 18:15:06,USR0012,PC-USR0012-01,Logoff
LGN0001038,01/29/2026 09:43:02,USR0013,PC-USR0013-01,Logon
LGN0001039,01/29/2026 17:03:39,USR0013,PC-USR0013-01,Logoff
LGN0001040,01/29/2026 08:15:19,USR0014,PC-USR0014-01,Logon
LGN0001041,01/29/2026 18:05:58,USR0014,PC-USR0014-01,Logoff
LGN0001042,01/29/2026 09:37:11,USR0015,PC-USR0015-01,Logon
LGN0001043,01/29/2026 18:11:39,USR0015,PC-USR0015-01,Logoff
LGN0001044,01/29/2026 08:19:41,USR0016,PC-USR0016-01,Logon
LGN0001045,01/29/2026 18:08:04,USR0016,PC-USR0016-01,Logoff
LGN0001046,01/29/2026 09:35:18,USR0017,PC-USR0017-01,Logon
LGN0001047,01/29/2026 18:01:36,USR0017,PC-USR0017-01,Logoff
LGN0001048,01/29/2026 08:15:17,USR0018,PC-USR0018-01,Logon
LGN0001049,01/29/2026 18:04:34,USR0018,PC-USR0018-01,Logoff
LGN0001050,01/29/2026 09:27:47,USR0019,PC-USR0019-01,Logon
LGN0001051,01/29/2026 17:27:19,USR0019,PC-USR0019-01,Logoff
LGN0001052,01/29/2026 08:22:43,USR0020,PC-USR0020-01,Logon
LGN0001053,01/29/2026 18:10:12,USR0020,PC-USR0020-01,Logoff
LGN0001054,01/29/2026 09:34:35,USR0021,PC-USR0021-01,Logon
LGN0001055,01/29/2026 18:28:29,USR0021,PC-USR0021-01,Logoff
LGN0001056,01/29/2026 08:25:55,USR0022,PC-USR0022-01,Logon
LGN0001057,01/29/2026 17:10:28,USR0022,PC-USR0022-01,Logoff
LGN0001058,01/29/2026 09:23:35,USR0023,PC-USR0023-01,Logon
LGN0001059,01/29/2026 18:21:17,USR0023,PC-USR0023-01,Logoff
